#
# National Water Information System
# 2025/01/10
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
huc_cd	huc_class_cd	huc_nm
12s	15s	64s
010300030302	Other	Fall Brook
010300030303	Other	Martin Stream-Mill Stream
010300030304	Other	Michael Stream-Kennebec River
0103000304	Other	Upper Carrabassett River
010300030401	Other	South Branch Carrabassett River
010300030402	Other	Upper Carrabassett River
0103000305	Other	West Branch Carrabassett River
010300030501	Other	Rapid Stream
010300030502	Other	Tufts Pond-Alder Stream
010300030503	Other	West Branch Carrabassett River
0103000306	Other	Middle Carrabassett River
010300030601	Other	Porter Lake-Lemon Stream
010300030602	Other	Middle Carrabassett River
0103000307	Other	Gilman Stream
010300030701	Other	Upper Sandy Stream
010300030702	Other	Lower Sandy Stream
010300030703	Other	Gilman Stream
0103000308	Other	Lower Carrabassett River
010300030801	Other	Big Brook
010300030802	Other	Embden Pond
010300030803	Other	Mill Stream
010300030804	Other	Lower Carrabassett River
0103000309	Other	Upper Sandy River
010300030901	Other	South Branch Sandy River
010300030902	Other	Headwaters Sandy River
010300030903	Other	Orbeton Stream
010300030904	Other	Upper Sandy River
010300030905	Other	Middle Sandy River
0103000310	Other	Middle Sandy River
010300031001	Other	Valley Brook
010300031002	Other	Barker Stream
010300031003	Other	Temple Stream
010300031004	Other	Lower Sandy River
0103000311	Other	Wilson Stream
010300031101	Other	Wilson Stream-Wilson Pond
010300031102	Other	Little Norridgewock Stream
010300031103	Other	Wilson Stream
0103000312	Other	Lower Sandy River
010300031201	Other	McGurdy Stream
010300031202	Other	Muddy Brook
010300031203	Other	Bog Stream
010300031204	Other	Lemon Stream
010300031205	Other	Pelton Brook
010300031206	Other	Outlet Sandy River
0103000313	Other	Bombazee Rips-Kennebec River
010300031301	Other	Getchell Brook-Kennebec River
010300031302	Other	Weston Dam-Kennebec River
0103000314	Other	Wesserunsett Stream
010300031401	Other	West Branch Wesserunsett Stream
010300031402	Other	East Branch Wesserunsett Stream
010300031403	Other	Wesserunsett Lake
010300031404	Other	Cold Brook
010300031405	Other	Wesserunsett Stream
0103000315	Other	Carrabassett Stream-Kennebec River
010300031501	Other	Eaton Ridge-Kennebec River
010300031502	Other	Sibley Pond
010300031503	Other	Black Stream
010300031504	Other	Oak Stream
010300031505	Other	Carrabassett Stream
010300031506	Other	Martin Stream-Craigin Brook
010300031507	Other	Holland Brook-Kennebec River
0103000316	Other	Great Moose Lake
010300031601	Other	Lemon Stream-Black Stream
010300031602	Other	Higgins Stream
010300031603	Other	Ferguson Stream
010300031604	Other	Center Pond-Main Stream Sebasticook River
010300031605	Other	Jimmy Brook-Main Stream Sebasticook River
010300031606	Other	Great Moose Lake
0103000317	Other	Upper Sebasticook River
010300031701	Other	Indian Stream
010300031702	Other	Upper Sebasticook River
0103000318	Other	Sebasticook Lake
010300031801	Other	Lake Wassookeag
010300031802	Other	Corundel Lake
010300031803	Other	Alder Stream
010300031804	Other	Mulligan Stream
010300031805	Other	Stetson Stream
010300031806	Other	Sebasticook Lake
0103000319	Other	Middle Sebasticook River
010300031901	Other	Plymouth Pond
010300031902	Other	Martin Stream
010300031903	Other	East Branch Sebasticook River
010300031904	Other	Middle Sebasticook River
0103000320	Other	Twentyfive Mile Stream
010300032001	Other	Carlton Pond
010300032002	Other	Unity Pond
010300032003	Other	Halfmoon Stream
010300032004	Other	Sandy Stream
010300032005	Other	Twentyfive Mile Stream
0103000321	Other	Lower Sebasticook River
010300032101	Other	Fifteen Mile Stream
010300032102	Other	Twelve Mile Brook
010300032103	Other	Pattee Pond-Pattee Pond Brook
010300032104	Other	China Lake
010300032105	Other	Outlet Stream
010300032106	Other	Lower Sebasticook River
0103000322	Other	Belgrade Stream-Messalonskee Stream
010300032201	Other	East Pond-North Pond
010300032202	Other	Salmon Lake-Great Pond
010300032203	Other	Long Pond
010300032204	Other	Messalonskee Lake
010300032205	Other	Messalonskee Stream
0103000323	Other	Cobbosseecontee Stream
010300032301	Other	Maranacook Lake
010300032302	Other	Wilson Pond
010300032303	Other	Annabessacook Lake
010300032304	Other	Jock Stream
010300032305	Other	Cobbosseecontee Lake
010300032306	Other	Woodbury Pond
010300032307	Other	Cold Stream
010300032308	Other	Upper Cobbosseecontee Stream
010300032309	Other	Lower Cobbosseecontee Stream
0103000324	Other	Togus Stream-Kennebec River
010300032401	Other	Goff Brook
010300032402	Other	Threemile Pond
010300032403	Other	Webber Pond-Sevenmile Brook
010300032404	Other	Riggs Branch-Kennebec River
010300032405	Other	Bond Brook
010300032406	Other	Togus Pond
010300032407	Other	Togus Stream
010300032408	Other	Eastern River
010300032409	Other	Swan Island-Kennebec River
0104	Subregion	Androscoggin
010400	Other	Androscoggin
01040001	Other	Upper Androscoggin River
0104000101	Other	Lower Richardson Lake
010400010101	Other	Cupsuptic River
010400010102	Other	Little Kennebago Lake-Kennebago River
010400010103	Other	Kennebago Lake
010400010104	Other	Kennebago River
010400010105	Other	Cascade Stream
010400010106	Other	South Bog Stream
010400010107	Other	Rangeley Lake
010400010108	Other	Pepperpot Pond
010400010109	Other	Mooselookmeguntic Lake
010400010110	Other	Lower Richardson Lake
0104000102	Other	Umbagog Lake
010400010201	Other	Swift Cambridge River
010400010202	Other	Dead Cambridge River
010400010203	Other	Umbagog Lake
0104000103	Other	Aziscohos Lake
010400010301	Other	Second East Branch Magalloway River
010400010302	Other	West Branch Magalloway River
010400010303	Other	Parmachenee Lake
010400010304	Other	Little Magalloway River
010400010305	Other	Aziscohos Lake
010400010306	Other	Abbott Brook-Magalloway River
0104000104	Other	Magalloway River
010400010401	Other	Middle Branch Dead Diamond River
010400010402	Other	West Branch Dead Diamond
010400010403	Other	Nathan Pond Brook-Swift Diamond River
010400010404	Other	Swift Diamond River
010400010405	Other	Dead Diamond River
010400010406	Other	Sturtevant Stream-Magalloway River
0104000105	Other	Clear Stream
010400010501	Other	Millsfield Pond Brook
010400010502	Other	Clear Stream
0104000106	Other	Stearns Brook-Androscoggin River
010400010601	Other	Mollidgewock Brook
010400010602	Other	Bog Brook-Androscoggin River
010400010603	Other	Chickwolnepy Stream-Androscoggin Rvier
010400010604	Other	Stearns Brook
010400010605	Other	Horne Brook-Androscoggin River
010400010606	Other	Dead River-Androscoggin River
01040002	Other	Lower Androscoggin River
0104000201	Other	Peabody River-Androscoggin River
010400020101	Other	Moose Brook-Androscoggin River
010400020102	Other	Peabody River
010400020103	Other	Lary Brook-Androscoggin River
010400020104	Other	Moose River
0104000202	Other	Sunday River-Androscoggin River
010400020201	Other	Wild River
010400020202	Other	Pleasant River
010400020203	Other	Chapman Brook-Androscoggin River
010400020204	Other	Alder River
010400020205	Other	Sunday River
010400020206	Other	Bear River
010400020207	Other	Pond Stream-Androscoggin River
0104000203	Other	Ellis River
010400020301	Other	Ellis Pond
010400020302	Other	Black Brook
010400020303	Other	West Branch Ellis River
010400020304	Other	Horseshoe Brook-Ellis River
010400020305	Other	Howe Brook-Ellis River
0104000204	Other	Swift River-Androscoggin River
010400020401	Other	Concord River
010400020402	Other	East Branch Swift River
010400020403	Other	Upper Swift River
010400020404	Other	Middle Swift River
010400020405	Other	Lower Swift River
010400020406	Other	Logan Brook-Androscoggin River
0104000205	Other	Webb River-Androscoggin River
010400020501	Other	Webb Lake
010400020502	Other	Webb River
010400020503	Other	Spears Stream
010400020504	Other	Whitney Brook
010400020505	Other	Worthley Pond-Androscoggin River
0104000206	Other	Androscoggin Lake-Androscoggin River
010400020601	Other	Sevenmile Stream
010400020602	Other	Clay Brook-Androscoggin River
010400020603	Other	Taylor Pond
010400020604	Other	Pocasset Lake
010400020605	Other	Androscoggin Lake
010400020606	Other	Hunton Brook-Androscoggin River
0104000207	Other	Nezinscot River
010400020701	Other	West Branch Nezinscot River
010400020702	Other	East Branch Nezinscot River
010400020703	Other	Martin Stream
010400020704	Other	Nezinscot River
0104000208	Other	Lake Auburn-Androscoggin River
010400020801	Other	Gulf Island Pond-Androscoggin River
010400020802	Other	Lake Auburn
010400020803	Other	Stetson Brook-Androscoggin River
0104000209	Other	Little Androscoggin River
010400020901	Other	Bryant Pond-Little Androscoggin River
010400020902	Other	Andrews Brook-Little Androscoggin River
010400020903	Other	Pennesseewassee Lake
010400020904	Other	Stony Brook-Little Androscoggin River
010400020905	Other	Thompson Lake
010400020906	Other	Whitney Pond
010400020907	Other	Waterhouse Brook
010400020908	Other	Meadow Brook-Little Androscoggin River
010400020909	Other	Marshall Pond-Bog Brook
010400020910	Other	Taylor Pond-Little Androscoggin River
0104000210	Other	Cathance River-Androscoggin River
010400021001	Other	Sabattus Pond
010400021002	Other	Sabattus River
010400021003	Other	Little River
010400021004	Other	Denham Stream
010400021005	Other	Newell Brook-Androscoggin River
010400021006	Other	Cathance River
010400021007	Other	Androscoggin River-Merrymeeting Bay
0105	Subregion	Maine Coastal
010500	Other	Maine Coastal
01050001	Other	Saint Croix River
0105000101	Other	Upper Chiputneticook Lakes
010500010101	Other	Monument Brook-North Lake
010500010102	Other	East Grand Lake
0105000102	Other	Lower Chiputneticook Lakes
010500010207	Other	Spednic Lake
0105000103	Other	Grand Lake Stream
010500010301	Other	Pleasant Lake
010500010302	Other	Scraggly Lake
010500010303	Other	Junior Stream
010500010304	Other	Chain Stream
010500010305	Other	Sysladobsis Lake
010500010306	Other	Pocumcus Lake
010500010307	Other	West Grand Lake
0105000104	Other	Big Musquash Stream
010500010401	Other	East Musquash Lake
010500010402	Other	East Branch Big Musquash Stream
010500010403	Other	West Branch Big Musquash Stream
010500010404	Other	Flipper Creek-Big Musquash Stream
0105000105	Other	Tomah Stream
010500010501	Other	Headwaters Tomah Stream
010500010502	Other	Little Tomah Stream
010500010503	Other	Upper Tomah Stream
010500010504	Other	Jim Brown Brook
010500010505	Other	Middle Tomah Stream
010500010506	Other	Lower Tomah Stream
0105000106	Other	Big Lake-Grand Falls Flowage
010500010601	Other	Little Musquash Stream
010500010602	Other	Little River
010500010603	Other	Clifford Stream
010500010604	Other	Big Lake
010500010605	Other	Huntley Brook
010500010606	Other	Grand Falls Flowage
0105000107	Other	Upper Saint Croix River
010500010701	Other	Scott Brook
010500010702	Other	Trout Brook-St. Croix River
010500010705	Other	Simsquish Brook-St. Croix River
010500010706	Other	Millberry Brook
010500010707	Other	King Brook-St. Croix River
010500010708	Other	Enoch Brook-St. Croix River
0105000108	Other	Lower Saint Croix River
010500010801	Other	Wapsaconhagan Brook
010500010802	Other	Woodland Flowage-St. Croix River
010500010804	Other	Stony Brook-St. Croix River
010500010806	Other	Magurrewock Stream-St. Croix River
010500010809	Other	Elliot Mountain-St. Croix River
010500010810	Other	Flowed Lands Ponds-Outlet St. Croix River
01050002	Other	Maine Coastal
0105000201	Other	Round Lake-East Machias River
010500020101	Other	Pocomoonshine Lake
010500020102	Other	Crawford Lake
010500020103	Other	Seavey Stream
010500020104	Other	Round Lake-East Machias River
0105000202	Other	East Machias River
010500020201	Other	Barrows Lake-Northern Stream
010500020202	Other	Rocky Lake-Rocky Lake Stream
010500020203	Other	Hadley Lake-East Machias River
010500020204	Other	Gardner Lake
010500020205	Other	East Machias River
0105000203	Other	Upper Machias River
010500020301	Other	Fifth Machias Lake-Fourth Machias Lake
010500020302	Other	Third Machias Lake-First Machias Lake
0105000204	Other	Middle Machias River
010500020401	Other	West Branch Machias River
010500020402	Other	Crooked River
010500020403	Other	Pembroke Stream-Machias River
0105000205	Other	Old Stream
010500020501	Other	First Chain Lake
010500020502	Other	Bog Lake-New Stream
010500020503	Other	Old Stream
0105000206	Other	Lower Machias River
010500020601	Other	Mopang Lake-Mopang Stream
010500020602	Other	Peaked Mountain Pond-Machias River
010500020603	Other	Middle River
010500020604	Other	Outlet Machias River
0105000207	Other	Machias Bay-Frontal Atlantic Ocean
010500020701	Other	Holmes Stream-Frontal Machias Bay
010500020702	Other	Islands of Machias Bay
010500020703	Other	Machias Bay-Atlantic Ocean
0105000208	Other	Roque Bluffs-Frontal Atlantic Ocean
010500020801	Other	Chandler River
010500020802	Other	Indian River-Frontal Western Bay
010500020803	Other	Roque Bluffs-Frontal Atlantic Ocean
010500020804	Other	Great Wass Island-Roque Island
010500020805	Other	Western Bay-Englishman Bay
0105000209	Other	Pleasant River-Frontal Atlantic Ocean
010500020901	Other	Pleasant River Lake
010500020902	Other	Upper Pleasant River
010500020903	Other	Western Little River
010500020904	Other	Lower Pleasant River
010500020905	Other	Mill River-Frontal Pleasant Bay
010500020906	Other	Harrington River
010500020907	Other	Islands of Pleasant Bay
010500020908	Other	Pleasant Bay-Atlantic Ocean
0105000210	Other	Narraguagus River-Frontal Atlantic Ocean
010500021001	Other	Beddington Lake
010500021002	Other	Schoodic Brook
010500021003	Other	Spring River
010500021004	Other	West Branch Narraguagus River
010500021005	Other	Narraguagus River
010500021006	Other	Bobby Creek-Frontal Narraguagus Bay
010500021007	Other	Islands of Narraguagus Bay
010500021008	Other	Narraguagus Bay-Atlantic Ocean
0105000211	Other	Schoodic Point-Frontal Atlantic Ocean
010500021101	Other	Tunk Lake
010500021102	Other	Tunk Stream
010500021103	Other	Whitten Parritt Stream-Frontal Gouldsboro Bay
010500021105	Other	Gouldsboro Bay
010500021106	Other	East Steuben Pond-Frontal Dyer Bay
010500021108	Other	Dyer Bay
010500021109	Other	Petit Manan Point-Frontal Atlantic Ocean
010500021111	Other	Prospect Harbor-Pigeon Hill Bay
0105000212	Other	Graham Lake
010500021201	Other	Brandy Pond
010500021202	Other	Buffalo Stream
010500021203	Other	Great Pond
010500021204	Other	Upper West Branch Union River
010500021205	Other	Lower West Branch Union River
010500021206	Other	Lower Lead Mountain Pond
010500021207	Other	Spectacle Pond
010500021208	Other	Middle Branch Union River
010500021209	Other	East Branch Union River
010500021210	Other	Webb Pond
010500021211	Other	Dumb Brook
010500021212	Other	Tannery Brook
010500021213	Other	Beech Hill Pond
010500021214	Other	Mountainy Pond
010500021215	Other	Green Lake
010500021216	Other	Graham Lake
0105000213	Other	Union River Bay
010500021301	Other	Branch Lake
010500021302	Other	Union River
010500021303	Other	Patten Stream
010500021304	Other	Union River Bay
0105000214	Other	Frenchman Bay-Frontal Atlantic Ocean
010500021401	Other	Donnell Pond-Card Mill Stream
010500021402	Other	Mill Brook-Frontal Taunton Bay
010500021403	Other	Taunton Bay
010500021404	Other	Flanders Pond-Flanders Stream
010500021405	Other	Skillings River
010500021406	Other	Jordan River
010500021407	Other	Northeast Creek-Frontal Frenchman Bay
010500021408	Other	Waukeag Neck-Frontal Frenchman Bay
010500021409	Other	Islands of Frenchman Bay
010500021410	Other	Frenchman Bay-Atlantic Ocean
0105000215	Other	Blue Hill Bay-Frontal Atlantic Ocean
010500021501	Other	Somes Pond-Frontal Somes Sound
